year,i_iso3,j_iso3,f_migstock,f_migstock_t,migstock_gross
2007,NPL,MNP,284.0568633719999,0,284.0568633719999
2008,NPL,MNP,176.9056922765076,0,176.9056922765076
2009,NPL,MNP,82.77385908780619,0,82.77385908780619
2010,NPL,MNP,114.72141234204173,0,114.72141234204173
2011,NPL,MNP,238.92794838221744,0,238.92794838221744
2012,NPL,MNP,184.85200646333396,0,184.85200646333396
2013,NPL,MNP,235.99337505297734,0,235.99337505297734
2014,NPL,MNP,215.24144335389138,0,215.24144335389138
2015,NPL,MNP,27.702558744931594,0,27.702558744931594
2016,NPL,MNP,76.99706794810481,0,76.99706794810481
2017,NPL,MNP,205.24255022173747,0,205.24255022173747
2018,NPL,MNP,186.57365253893659,0,186.57365253893659
2019,NPL,MNP,19.398654997348785,0,19.398654997348785
2000,NPL,MYS,16247.816120397067,0,16247.816120397067
2001,NPL,MYS,64047.93983334992,0,64047.93983334992
2002,NPL,MYS,121977.10182220145,0,121977.10182220145
2003,NPL,MYS,62026.57438025759,0,62026.57438025759
2004,NPL,MYS,74987.01010888806,0,74987.01010888806
2005,NPL,MYS,108248.08527309797,0,108248.08527309797
2006,NPL,MYS,51076.29644140517,0,51076.29644140517
2007,NPL,MYS,207489.90615432913,0,207489.90615432913
2008,NPL,MYS,355051.0373482773,0,355051.0373482773
2009,NPL,MYS,252252.91373743152,0,252252.91373743152
2010,NPL,MYS,434389.7742815573,0,434389.7742815573
2011,NPL,MYS,163760.61423069585,0,163760.61423069585
2012,NPL,MYS,532263.720822834,0,532263.720822834
2013,NPL,MYS,817402.2533128095,0,817402.2533128095
2014,NPL,MYS,522408.26539663225,0,522408.26539663225
2015,NPL,MYS,848203.8110620554,0,848203.8110620554
2016,NPL,MYS,295554.1635252399,0,295554.1635252399
2017,NPL,MYS,449866.3492045095,0,449866.3492045095
2018,NPL,MYS,699365.4753095254,0,699365.4753095254
2019,NPL,MYS,500191.5080023865,0,500191.5080023865
2000,NPL,NCL,0,0,0
2001,NPL,NCL,0,0,0
2002,NPL,NCL,0,0,0
2003,NPL,NCL,0,0,0
2004,NPL,NCL,0,0,0
2005,NPL,NCL,0,0,0
2006,NPL,NCL,0,0,0
2007,NPL,NCL,0,0,0
2008,NPL,NCL,0,0,0
2009,NPL,NCL,0,0,0
2010,NPL,NCL,0,0,0
2011,NPL,NCL,0,0,0
2012,NPL,NCL,0,0,0
2013,NPL,NCL,0,0,0
2014,NPL,NCL,0,0,0
2015,NPL,NCL,0,0,0
2016,NPL,NCL,0,0,0
2017,NPL,NCL,0,0,0
2018,NPL,NCL,0,0,0
2019,NPL,NCL,0,0,0
2000,NPL,NIU,0,0,0
2001,NPL,NIU,0,0,0
2002,NPL,NIU,0,0,0
2003,NPL,NIU,0,0,0
2004,NPL,NIU,0,0,0
2005,NPL,NIU,0,0,0
2006,NPL,NIU,0,0,0
2007,NPL,NIU,0,0,0
2008,NPL,NIU,0,0,0
2009,NPL,NIU,0,0,0
2010,NPL,NIU,0,0,0
2011,NPL,NIU,0,0,0
2012,NPL,NIU,0,0,0
2013,NPL,NIU,0,0,0
2014,NPL,NIU,0,0,0
2015,NPL,NIU,0,0,0
2016,NPL,NIU,0,0,0
2017,NPL,NIU,0,0,0
2018,NPL,NIU,0,0,0
2019,NPL,NIU,0,0,0
2000,NPL,NRU,0,0,0
2001,NPL,NRU,0,0,0
2002,NPL,NRU,0,0,0
2003,NPL,NRU,0,0,0
2004,NPL,NRU,0,0,0
2005,NPL,NRU,0,0,0
2006,NPL,NRU,0,0,0
2007,NPL,NRU,0,0,0
2008,NPL,NRU,0,0,0
2009,NPL,NRU,0,0,0
2010,NPL,NRU,0,0,0
2011,NPL,NRU,0,0,0
2012,NPL,NRU,0,0,0
2013,NPL,NRU,0,0,0
2014,NPL,NRU,0,0,0
2015,NPL,NRU,0,0,0
2016,NPL,NRU,0,0,0
2017,NPL,NRU,0,0,0
2018,NPL,NRU,0,0,0
2019,NPL,NRU,0,0,0
2000,NPL,NZL,453.4789954123553,0,453.4789954123553
2001,NPL,NZL,453.854991089059,0,453.854991089059
2002,NPL,NZL,598.3546103456245,0,598.3546103456245
2003,NPL,NZL,543.4621575315576,0,543.4621575315576
2004,NPL,NZL,221.6374274837225,0,221.6374274837225
2005,NPL,NZL,223.21426258897412,0,223.21426258897412
2006,NPL,NZL,888.8569131800346,0,888.8569131800346
2007,NPL,NZL,1000.4128943253123,0,1000.4128943253123
2008,NPL,NZL,857.7999451828282,0,857.7999451828282
2009,NPL,NZL,1198.5602643774264,0,1198.5602643774264
2010,NPL,NZL,1427.1562425286509,0,1427.1562425286509
2011,NPL,NZL,199.02931557746592,0,199.02931557746592
2012,NPL,NZL,928.1792418263481,0,928.1792418263481
2013,NPL,NZL,1396.948181885574,0,1396.948181885574
2014,NPL,NZL,1155.8084077230376,0,1155.8084077230376
2015,NPL,NZL,2313.869851043448,0,2313.869851043448
2016,NPL,NZL,296.27333024982363,0,296.27333024982363
2017,NPL,NZL,2338.68908861652,0,2338.68908861652
2018,NPL,NZL,2825.853399510728,0,2825.853399510728
2019,NPL,NZL,1804.3611135133542,0,1804.3611135133542
2000,NPL,PAK,0,2602.645397322718,2602.645397322718
2001,NPL,PAK,0,652.3159934215341,652.3159934215341
2002,NPL,PAK,0,1069.87543813847,1069.87543813847
2003,NPL,PAK,0,3120.014662518576,3120.014662518576
2004,NPL,PAK,0,3983.804851786048,3983.804851786048
2005,NPL,PAK,0,2008.2512271373066,2008.2512271373066
2006,NPL,PAK,0,1803.5369124773144,1803.5369124773144
2007,NPL,PAK,0,713.1154051981773,713.1154051981773
2008,NPL,PAK,0,2230.8971358004587,2230.8971358004587
2009,NPL,PAK,0,2544.5783120303604,2544.5783120303604
2010,NPL,PAK,0,575.5089543495327,575.5089543495327
2011,NPL,PAK,0,153.55543897464872,153.55543897464872
2012,NPL,PAK,0,1758.6606078309942,1758.6606078309942
2013,NPL,PAK,0,2053.5749855257573,2053.5749855257573
2014,NPL,PAK,0,2264.607008859925,2264.607008859925
2015,NPL,PAK,0,2333.269100327976,2333.269100327976
2016,NPL,PAK,0,465.00520503439475,465.00520503439475
2017,NPL,PAK,0,378.9645347573561,378.9645347573561
2018,NPL,PAK,0,1547.7347589697338,1547.7347589697338
2019,NPL,PAK,0,1418.6024015811738,1418.6024015811738
2000,NPL,PHL,185.34944686815146,0,185.34944686815146
2001,NPL,PHL,673.5208022020013,0,673.5208022020013
2002,NPL,PHL,955.7073326075076,0,955.7073326075076
2003,NPL,PHL,494.6311109366827,0,494.6311109366827
2004,NPL,PHL,442.12087036669254,0,442.12087036669254
2005,NPL,PHL,241.96682504536585,0,241.96682504536585
2006,NPL,PHL,50.62254411457104,0,50.62254411457104
2007,NPL,PHL,85.37654755502942,0,85.37654755502942
2008,NPL,PHL,258.8801621373184,0,258.8801621373184
2009,NPL,PHL,73.65839201316236,0,73.65839201316236
2010,NPL,PHL,29.14708577408455,0,29.14708577408455
2011,NPL,PHL,57.718505803495646,0,57.718505803495646
2012,NPL,PHL,50.69853374525905,0,50.69853374525905
2013,NPL,PHL,66.86068768354133,0,66.86068768354133
2014,NPL,PHL,78.42895551988855,0,78.42895551988855
2015,NPL,PHL,43.31534844022244,0,43.31534844022244
2016,NPL,PHL,76.19103388902731,0,76.19103388902731
2017,NPL,PHL,130.77371899718418,0,130.77371899718418
2018,NPL,PHL,126.30421399900223,0,126.30421399900223
2019,NPL,PHL,64.93810299411416,0,64.93810299411416
2000,NPL,PLW,0,0,0
2001,NPL,PLW,0,0,0
2002,NPL,PLW,0,0,0
2003,NPL,PLW,0,0,0
2004,NPL,PLW,0,0,0
2005,NPL,PLW,0,0,0
2006,NPL,PLW,0,0,0
2007,NPL,PLW,0,0,0
2008,NPL,PLW,0,0,0
2009,NPL,PLW,0,0,0
2010,NPL,PLW,0,0,0
2011,NPL,PLW,0,0,0
2012,NPL,PLW,0,0,0
2013,NPL,PLW,0,0,0
2014,NPL,PLW,0,0,0
2015,NPL,PLW,0,0,0
2016,NPL,PLW,0,0,0
2017,NPL,PLW,0,0,0
2018,NPL,PLW,0,0,0
2019,NPL,PLW,0,0,0
2000,NPL,PNG,0,0,0
2001,NPL,PNG,0,0,0
2002,NPL,PNG,0,0,0
2003,NPL,PNG,0,0,0
2004,NPL,PNG,0,0,0
2005,NPL,PNG,0,0,0
2006,NPL,PNG,0,0,0
2007,NPL,PNG,0,0,0
2008,NPL,PNG,0,0,0
2009,NPL,PNG,0,0,0
2010,NPL,PNG,0,0,0
2011,NPL,PNG,0,0,0
2012,NPL,PNG,0,0,0
2013,NPL,PNG,0,0,0
2014,NPL,PNG,0,0,0
2015,NPL,PNG,0,0,0
2016,NPL,PNG,0,0,0
2017,NPL,PNG,0,0,0
2018,NPL,PNG,0,0,0
2019,NPL,PNG,0,0,0
2000,NPL,PRK,0,0,0
2001,NPL,PRK,0,0,0
2002,NPL,PRK,0,0,0
2003,NPL,PRK,0,0,0
2004,NPL,PRK,0,0,0
2005,NPL,PRK,0,0,0
2006,NPL,PRK,0,0,0
2007,NPL,PRK,0,0,0
2008,NPL,PRK,0,0,0
2009,NPL,PRK,0,0,0
2010,NPL,PRK,0,0,0
2011,NPL,PRK,0,0,0
2012,NPL,PRK,0,0,0
2013,NPL,PRK,0,0,0
2014,NPL,PRK,0,0,0
2015,NPL,PRK,0,0,0
2016,NPL,PRK,0,0,0
2017,NPL,PRK,0,0,0
2018,NPL,PRK,0,0,0
2019,NPL,PRK,0,0,0
2000,NPL,PYF,0,0,0
2001,NPL,PYF,0,0,0
2002,NPL,PYF,0,0,0
2003,NPL,PYF,0,0,0
2004,NPL,PYF,0,0,0
2005,NPL,PYF,0,0,0
2006,NPL,PYF,0,0,0
2007,NPL,PYF,0,0,0
2008,NPL,PYF,0,0,0
2009,NPL,PYF,0,0,0
2010,NPL,PYF,0,0,0
2011,NPL,PYF,0,0,0
2012,NPL,PYF,0,0,0
2013,NPL,PYF,0,0,0
2014,NPL,PYF,0,0,0
2015,NPL,PYF,0,0,0
2016,NPL,PYF,0,0,0
2017,NPL,PYF,0,0,0
2018,NPL,PYF,0,0,0
2019,NPL,PYF,0,0,0
2000,NPL,ROA,61431.41443463616,0,61431.41443463616
2001,NPL,ROA,369769.1541899467,0,369769.1541899467
2002,NPL,ROA,207272.18864279168,0,207272.18864279168
2003,NPL,ROA,365613.9618066066,0,365613.9618066066
2004,NPL,ROA,270125.9946129543,0,270125.9946129543
2005,NPL,ROA,440912.7061081241,0,440912.7061081241
2006,NPL,ROA,79000.95634781462,0,79000.95634781462
2007,NPL,ROA,466498.82002204395,0,466498.82002204395
2008,NPL,ROA,122033.47361885736,0,122033.47361885736
2009,NPL,ROA,499529.1527869975,0,499529.1527869975
2010,NPL,ROA,655184.297002956,0,655184.297002956
2011,NPL,ROA,576020.9969602257,0,576020.9969602257
2012,NPL,ROA,787631.1147771615,0,787631.1147771615
2013,NPL,ROA,616092.890447674,0,616092.890447674
2014,NPL,ROA,964066.6455488789,0,964066.6455488789
2015,NPL,ROA,1049045.938851327,0,1049045.938851327
2016,NPL,ROA,196310.22470978758,0,196310.22470978758
2017,NPL,ROA,940927.2483685699,0,940927.2483685699
2018,NPL,ROA,557876.1986411111,0,557876.1986411111
2019,NPL,ROA,308261.698698152,0,308261.698698152
2000,NPL,SCA,19.469162709265944,0,19.469162709265944
2001,NPL,SCA,11.944995243474843,0,11.944995243474843
2002,NPL,SCA,4.982067833468319,0,4.982067833468319
2003,NPL,SCA,23.465228241086002,0,23.465228241086002
2004,NPL,SCA,21.71393810033798,0,21.71393810033798
2005,NPL,SCA,14.864027086645365,0,14.864027086645365
2006,NPL,SCA,41.90107038187794,0,41.90107038187794
2007,NPL,SCA,47.107926849983635,0,47.107926849983635
2008,NPL,SCA,83.18054664020426,0,83.18054664020426
2009,NPL,SCA,54.038848781138654,0,54.038848781138654
2010,NPL,SCA,32.88911918238737,0,32.88911918238737
2011,NPL,SCA,51.60562908509746,0,51.60562908509746
2012,NPL,SCA,55.8662777455058,0,55.8662777455058
2013,NPL,SCA,153.0804780581966,0,153.0804780581966
2014,NPL,SCA,162.3142839276232,0,162.3142839276232
2015,NPL,SCA,188.8674504743889,0,188.8674504743889
2016,NPL,SCA,150.21767416968942,0,150.21767416968942
2017,NPL,SCA,200.05914822523482,0,200.05914822523482
2018,NPL,SCA,101.9945878233295,0,101.9945878233295
2019,NPL,SCA,154.53789015007206,0,154.53789015007206
2000,NPL,SGP,0,0,0
2001,NPL,SGP,0,0,0
2002,NPL,SGP,0,0,0
2003,NPL,SGP,0,0,0
2004,NPL,SGP,0,0,0
2005,NPL,SGP,0,0,0
2006,NPL,SGP,0,0,0
2007,NPL,SGP,0,0,0
2008,NPL,SGP,0,0,0
2009,NPL,SGP,0,0,0
2010,NPL,SGP,0,0,0
2011,NPL,SGP,0,0,0
2012,NPL,SGP,0,0,0
2013,NPL,SGP,0,0,0
2014,NPL,SGP,0,0,0
2015,NPL,SGP,0,0,0
2016,NPL,SGP,0,0,0
2017,NPL,SGP,0,0,0
2018,NPL,SGP,0,0,0
2019,NPL,SGP,0,0,0
2000,NPL,SLB,0,0,0
2001,NPL,SLB,0,0,0
2002,NPL,SLB,0,0,0
2003,NPL,SLB,0,0,0
2004,NPL,SLB,0,0,0
2005,NPL,SLB,0,0,0
2006,NPL,SLB,0,0,0
2007,NPL,SLB,0,0,0
2008,NPL,SLB,0,0,0
2009,NPL,SLB,0,0,0
2010,NPL,SLB,0,0,0
2011,NPL,SLB,0,0,0
2012,NPL,SLB,0,0,0
2013,NPL,SLB,0,0,0
2014,NPL,SLB,0,0,0
2015,NPL,SLB,0,0,0
2016,NPL,SLB,0,0,0
2017,NPL,SLB,0,0,0
2018,NPL,SLB,0,0,0
2019,NPL,SLB,0,0,0
2000,NPL,THA,22180.602145467514,0,22180.602145467514
2001,NPL,THA,13858.273819422573,0,13858.273819422573
2002,NPL,THA,17465.564223558755,0,17465.564223558755
2003,NPL,THA,2821.39434106905,0,2821.39434106905
2004,NPL,THA,4979.783019094,0,4979.783019094
2005,NPL,THA,19052.272401051225,0,19052.272401051225
2006,NPL,THA,20709.704231249292,0,20709.704231249292
2007,NPL,THA,5032.842979836481,0,5032.842979836481
2008,NPL,THA,17195.774216681068,0,17195.774216681068
2009,NPL,THA,6607.621235072016,0,6607.621235072016
2010,NPL,THA,4025.8993361643506,0,4025.8993361643506
2011,NPL,THA,12987.56499994632,0,12987.56499994632
2012,NPL,THA,11083.50192608744,0,11083.50192608744
2013,NPL,THA,6066.073423232064,0,6066.073423232064
2014,NPL,THA,18344.461365849616,0,18344.461365849616
2015,NPL,THA,5226.643427939154,0,5226.643427939154
2016,NPL,THA,9379.861686373828,0,9379.861686373828
2017,NPL,THA,7008.504312019049,0,7008.504312019049
2018,NPL,THA,10430.481063159368,0,10430.481063159368
2019,NPL,THA,11954.630703911185,0,11954.630703911185
2000,NPL,TKL,0,0,0
2001,NPL,TKL,0,0,0
2002,NPL,TKL,0,0,0
2003,NPL,TKL,0,0,0
2004,NPL,TKL,0,0,0
2005,NPL,TKL,0,0,0
2006,NPL,TKL,0,0,0
2007,NPL,TKL,0,0,0
2008,NPL,TKL,0,0,0
2009,NPL,TKL,0,0,0
2010,NPL,TKL,0,0,0
2011,NPL,TKL,0,0,0
2012,NPL,TKL,0,0,0
2013,NPL,TKL,0,0,0
2014,NPL,TKL,0,0,0
2015,NPL,TKL,0,0,0
2016,NPL,TKL,0,0,0
2017,NPL,TKL,0,0,0
2018,NPL,TKL,0,0,0
2019,NPL,TKL,0,0,0
2000,NPL,TLS,0,0,0
2001,NPL,TLS,0,0,0
2002,NPL,TLS,0,0,0
2003,NPL,TLS,0,0,0
2004,NPL,TLS,0,0,0
2005,NPL,TLS,0,0,0
2006,NPL,TLS,0,0,0
2007,NPL,TLS,0,0,0
2008,NPL,TLS,0,0,0
2009,NPL,TLS,0,0,0
2010,NPL,TLS,0,0,0
2011,NPL,TLS,0,0,0
2012,NPL,TLS,0,0,0
2013,NPL,TLS,0,0,0
2014,NPL,TLS,0,0,0
2015,NPL,TLS,0,0,0
2016,NPL,TLS,0,0,0
2017,NPL,TLS,0,0,0
2018,NPL,TLS,0,0,0
2019,NPL,TLS,0,0,0
2000,NPL,TON,0,0,0
2001,NPL,TON,0,0,0
2002,NPL,TON,0,0,0
2003,NPL,TON,0,0,0
2004,NPL,TON,0,0,0
2005,NPL,TON,0,0,0
2006,NPL,TON,0,0,0
2007,NPL,TON,0,0,0
2008,NPL,TON,0,0,0
2009,NPL,TON,0,0,0
2010,NPL,TON,0,0,0
2011,NPL,TON,0,0,0
2012,NPL,TON,0,0,0
2013,NPL,TON,0,0,0
2014,NPL,TON,0,0,0
2015,NPL,TON,0,0,0
2016,NPL,TON,0,0,0
2017,NPL,TON,0,0,0
2018,NPL,TON,0,0,0
2019,NPL,TON,0,0,0
2000,NPL,TUV,0,0,0
2001,NPL,TUV,0,0,0
2002,NPL,TUV,0,0,0
2003,NPL,TUV,0,0,0
2004,NPL,TUV,0,0,0
2005,NPL,TUV,0,0,0
2006,NPL,TUV,0,0,0
2007,NPL,TUV,0,0,0
2008,NPL,TUV,0,0,0
2009,NPL,TUV,0,0,0
2010,NPL,TUV,0,0,0
2011,NPL,TUV,0,0,0
2012,NPL,TUV,0,0,0
2013,NPL,TUV,0,0,0
2014,NPL,TUV,0,0,0
2015,NPL,TUV,0,0,0
2016,NPL,TUV,0,0,0
2017,NPL,TUV,0,0,0
2018,NPL,TUV,0,0,0
2019,NPL,TUV,0,0,0
2000,NPL,USA,16771.901814774425,0,16771.901814774425
2001,NPL,USA,11418.714783557254,0,11418.714783557254
2002,NPL,USA,31279.30504866961,0,31279.30504866961
2003,NPL,USA,8871.914213005763,0,8871.914213005763
2004,NPL,USA,37611.2277575481,0,37611.2277575481
2005,NPL,USA,45433.279110743846,0,45433.279110743846
2006,NPL,USA,13211.803810054556,0,13211.803810054556
2007,NPL,USA,42749.644578203166,0,42749.644578203166
2008,NPL,USA,75698.71627672263,0,75698.71627672263
2009,NPL,USA,47374.52417559846,0,47374.52417559846
2010,NPL,USA,73780.22390356105,0,73780.22390356105
2011,NPL,USA,55519.47413382716,0,55519.47413382716
2012,NPL,USA,117859.0586637722,0,117859.0586637722
2013,NPL,USA,26010.80501688413,0,26010.80501688413
2014,NPL,USA,30797.893544047838,0,30797.893544047838
2015,NPL,USA,15389.401153248924,0,15389.401153248924
2016,NPL,USA,203122.62599952487,0,203122.62599952487
2017,NPL,USA,143544.6875611139,0,143544.6875611139
2018,NPL,USA,208872.7417537283,0,208872.7417537283
2019,NPL,USA,192157.72417254746,0,192157.72417254746
2000,NPL,VNM,581.0186332904734,0,581.0186332904734
2001,NPL,VNM,1230.9645799398052,0,1230.9645799398052
2002,NPL,VNM,1537.3013871191442,0,1537.3013871191442
2003,NPL,VNM,1544.518224081192,0,1544.518224081192
2004,NPL,VNM,344.50437234556296,0,344.50437234556296
2005,NPL,VNM,322.12498162989505,0,322.12498162989505
2006,NPL,VNM,507.7951335920766,0,507.7951335920766
2007,NPL,VNM,2927.9725500812756,0,2927.9725500812756
2008,NPL,VNM,1615.1820719408058,0,1615.1820719408058
2009,NPL,VNM,2589.424459918244,0,2589.424459918244
2010,NPL,VNM,3536.6066108040513,0,3536.6066108040513
2011,NPL,VNM,2337.1718338806086,0,2337.1718338806086
2012,NPL,VNM,3465.9308380469492,0,3465.9308380469492
2013,NPL,VNM,1465.452215642575,0,1465.452215642575
2014,NPL,VNM,2157.1237624591217,0,2157.1237624591217
2015,NPL,VNM,3499.881851597922,0,3499.881851597922
2016,NPL,VNM,323.0499354521744,0,323.0499354521744
2017,NPL,VNM,2543.2529246658087,0,2543.2529246658087
2018,NPL,VNM,1365.035986576986,0,1365.035986576986
2019,NPL,VNM,2578.2744043106213,0,2578.2744043106213
2000,NPL,VUT,0,0,0
2001,NPL,VUT,0,0,0
2002,NPL,VUT,0,0,0
2003,NPL,VUT,0,0,0
2004,NPL,VUT,0,0,0
2005,NPL,VUT,0,0,0
2006,NPL,VUT,0,0,0
2007,NPL,VUT,0,0,0
2008,NPL,VUT,0,0,0
2009,NPL,VUT,0,0,0
2010,NPL,VUT,0,0,0
2011,NPL,VUT,0,0,0
2012,NPL,VUT,0,0,0
2013,NPL,VUT,0,0,0
2014,NPL,VUT,0,0,0
2015,NPL,VUT,0,0,0
2016,NPL,VUT,0,0,0
2017,NPL,VUT,0,0,0
2018,NPL,VUT,0,0,0
2019,NPL,VUT,0,0,0
2000,NPL,WLF,0,0,0
2001,NPL,WLF,0,0,0
2002,NPL,WLF,0,0,0
2003,NPL,WLF,0,0,0
2004,NPL,WLF,0,0,0
2005,NPL,WLF,0,0,0
2006,NPL,WLF,0,0,0
2007,NPL,WLF,0,0,0
2008,NPL,WLF,0,0,0
2009,NPL,WLF,0,0,0
2010,NPL,WLF,0,0,0
2011,NPL,WLF,0,0,0
2012,NPL,WLF,0,0,0
2013,NPL,WLF,0,0,0
2014,NPL,WLF,0,0,0
2015,NPL,WLF,0,0,0
2016,NPL,WLF,0,0,0
2017,NPL,WLF,0,0,0
2018,NPL,WLF,0,0,0
2019,NPL,WLF,0,0,0
2000,NPL,WSM,0,0,0
2001,NPL,WSM,0,0,0
2002,NPL,WSM,0,0,0
2003,NPL,WSM,0,0,0
2004,NPL,WSM,0,0,0
2005,NPL,WSM,0,0,0
2006,NPL,WSM,0,0,0
2007,NPL,WSM,0,0,0
2008,NPL,WSM,0,0,0
2009,NPL,WSM,0,0,0
2010,NPL,WSM,0,0,0
2011,NPL,WSM,0,0,0
2012,NPL,WSM,0,0,0
2013,NPL,WSM,0,0,0
2014,NPL,WSM,0,0,0
2015,NPL,WSM,0,0,0
2016,NPL,WSM,0,0,0
2017,NPL,WSM,0,0,0
2018,NPL,WSM,0,0,0
2019,NPL,WSM,0,0,0
2000,NRU,AFG,0,0,0
2001,NRU,AFG,0,0,0
2002,NRU,AFG,0,0,0
2003,NRU,AFG,0,0,0
2004,NRU,AFG,0,0,0
2005,NRU,AFG,0,0,0
2006,NRU,AFG,0,0,0
2007,NRU,AFG,0,0,0
2008,NRU,AFG,0,0,0
2009,NRU,AFG,0,0,0
2010,NRU,AFG,0,0,0
2011,NRU,AFG,0,0,0
2012,NRU,AFG,0,0,0
2013,NRU,AFG,0,0,0
2014,NRU,AFG,0,0,0
2015,NRU,AFG,0,0,0
2016,NRU,AFG,0,0,0
2017,NRU,AFG,0,0,0
2018,NRU,AFG,0,0,0
2019,NRU,AFG,0,0,0
2000,NRU,AFR,14.235895979218185,0,14.235895979218185
2001,NRU,AFR,16.5424044553563,0,16.5424044553563
2002,NRU,AFR,10.18843682801351,0,10.18843682801351
2003,NRU,AFR,16.714905235394834,0,16.714905235394834
2004,NRU,AFR,5.1792207345739,0,5.1792207345739
2005,NRU,AFR,21.93825039435178,0,21.93825039435178
2006,NRU,AFR,23.614748007450252,0,23.614748007450252
2007,NRU,AFR,25.811205304786565,0,25.811205304786565
2008,NRU,AFR,15.025120948087425,0,15.025120948087425
2009,NRU,AFR,28.48554879561067,0,28.48554879561067
2010,NRU,AFR,11.515376127976925,0,11.515376127976925
2011,NRU,AFR,9.359464188087731,0,9.359464188087731
2012,NRU,AFR,40.95077551595867,0,40.95077551595867
2013,NRU,AFR,61.56515157851391,0,61.56515157851391
2014,NRU,AFR,34.90162537304684,0,34.90162537304684
2015,NRU,AFR,92.7062457931228,0,92.7062457931228
2016,NRU,AFR,34.03821803494357,0,34.03821803494357
2017,NRU,AFR,79.09763011382893,0,79.09763011382893
2018,NRU,AFR,68.15655192616396,0,68.15655192616396
2019,NRU,AFR,49.63338650506921,0,49.63338650506921
2000,NRU,ASM,0,0,0
2001,NRU,ASM,0,0,0
2002,NRU,ASM,0,0,0
2003,NRU,ASM,0,0,0
2004,NRU,ASM,0,0,0
2005,NRU,ASM,0,0,0
2006,NRU,ASM,0,0,0
2007,NRU,ASM,0,0,0
2008,NRU,ASM,0,0,0
2009,NRU,ASM,0,0,0
2010,NRU,ASM,0,0,0
2011,NRU,ASM,0,0,0
2012,NRU,ASM,0,0,0
2013,NRU,ASM,0,0,0
2014,NRU,ASM,0,0,0
2015,NRU,ASM,0,0,0
2016,NRU,ASM,0,0,0
2017,NRU,ASM,0,0,0
2018,NRU,ASM,0,0,0
2019,NRU,ASM,0,0,0
2000,NRU,AUS,400.3622286487371,88.03001695415004,488.3922456028871
2001,NRU,AUS,629.5590757354163,203.69333578930235,833.2524115247186
2002,NRU,AUS,204.8872394241393,223.73906431235372,428.626303736493
2003,NRU,AUS,250.12531993351877,19.033819508040324,269.1591394415591
2004,NRU,AUS,895.6392752921208,89.45987432762048,985.0991496197413
2005,NRU,AUS,729.9276806605048,53.29086878583766,783.2185494463425
2006,NRU,AUS,657.177489208337,201.56657114159316,858.7440603499301
2007,NRU,AUS,758.0930286820047,98.46550798729061,856.5585366692953
2008,NRU,AUS,715.7750568048098,140.81980075720696,856.5948575620167
2009,NRU,AUS,284.3580690077506,17.648851830223578,302.0069208379742
2010,NRU,AUS,427.3099870746955,11.161124788597224,438.4711118632928
2011,NRU,AUS,560.105333999265,17.537073887903244,577.6424078871682
2012,NRU,AUS,934.6701403141022,5.644752404168248,940.3148927182705
2013,NRU,AUS,1070.3309188448825,22.92120266575366,1093.2521215106362
2014,NRU,AUS,212.13282766733317,13.769064640551804,225.90189230788496
2015,NRU,AUS,616.7218737644143,12.73572181230411,629.4575955767184
2016,NRU,AUS,608.3472776163137,56.369679065980016,664.7169566822937
2017,NRU,AUS,625.8326710395049,29.75686937943101,655.5895404189359
2018,NRU,AUS,986.1044892650563,5.691264915047213,991.7957541801035
2019,NRU,AUS,1381.9073016077282,32.435239259060474,1414.3425408667886
2000,NRU,BGD,0,0,0
2001,NRU,BGD,0,0,0
2002,NRU,BGD,0,0,0
2003,NRU,BGD,0,0,0
2004,NRU,BGD,0,0,0
2005,NRU,BGD,0,0,0
2006,NRU,BGD,0,0,0
2007,NRU,BGD,0,0,0
2008,NRU,BGD,0,0,0
2009,NRU,BGD,0,0,0
2010,NRU,BGD,0,0,0
2011,NRU,BGD,0,0,0
2012,NRU,BGD,0,0,0
2013,NRU,BGD,0,0,0
2014,NRU,BGD,0,0,0
2015,NRU,BGD,0,0,0
2016,NRU,BGD,0,0,0
2017,NRU,BGD,0,0,0
2018,NRU,BGD,0,0,0
2019,NRU,BGD,0,0,0
2000,NRU,BRN,0,0,0
2001,NRU,BRN,0,0,0
2002,NRU,BRN,0,0,0
2003,NRU,BRN,0,0,0
2004,NRU,BRN,0,0,0
2005,NRU,BRN,0,0,0
2006,NRU,BRN,0,0,0
2007,NRU,BRN,0,0,0
2008,NRU,BRN,0,0,0
2009,NRU,BRN,0,0,0
2010,NRU,BRN,0,0,0
2011,NRU,BRN,0,0,0
2012,NRU,BRN,0,0,0
2013,NRU,BRN,0,0,0
2014,NRU,BRN,0,0,0
2015,NRU,BRN,0,0,0
2016,NRU,BRN,0,0,0
2017,NRU,BRN,0,0,0
2018,NRU,BRN,0,0,0
2019,NRU,BRN,0,0,0
2000,NRU,BTN,0,0,0
2001,NRU,BTN,0,0,0
2002,NRU,BTN,0,0,0
2003,NRU,BTN,0,0,0
2004,NRU,BTN,0,0,0
2005,NRU,BTN,0,0,0
2006,NRU,BTN,0,0,0
2007,NRU,BTN,0,0,0
2008,NRU,BTN,0,0,0
2009,NRU,BTN,0,0,0
2010,NRU,BTN,0,0,0
2011,NRU,BTN,0,0,0
2012,NRU,BTN,0,0,0
2013,NRU,BTN,0,0,0
2014,NRU,BTN,0,0,0
2015,NRU,BTN,0,0,0
2016,NRU,BTN,0,0,0
2017,NRU,BTN,0,0,0
